PredicateSignature,count,mean_q_error,median_q_error,p95_q_error,max_q_error
t.production_year:=|mi.info_type_id:<,17,1.4667207760945848,1.3090182217051818,2.2797677631313675,2.4899785148777114
t.kind_id:=|t.production_year:>|mi_idx.info_type_id:<|mk.keyword_id:<,1,1.465595480644564,1.465595480644564,1.465595480644564,1.465595480644564
t.kind_id:<|t.production_year:=|ci.person_id:<|ci.role_id:=,2,1.4651115161854396,1.4651115161854396,1.5679815436736837,1.579411546727933
t.kind_id:=|t.production_year:<|ci.person_id:>|ci.role_id:<|mi_idx.info_type_id:>,1,1.4640828809369586,1.4640828809369586,1.4640828809369586,1.4640828809369586
t.production_year:<|ci.role_id:=,6,1.463130516169815,1.2682882103828579,2.250477883832307,2.473005681034375
t.kind_id:=|t.production_year:>|mi.info_type_id:=|mi_idx.info_type_id:=,3,1.455774165263228,1.4631737529293605,1.6306867346908176,1.6492992882198685
t.kind_id:=|t.production_year:<|ci.person_id:>|ci.role_id:=,1,1.4544913161946915,1.4544913161946915,1.4544913161946915,1.4544913161946915
t.kind_id:<|t.production_year:=|ci.person_id:>|ci.role_id:=,1,1.450496100980065,1.450496100980065,1.450496100980065,1.450496100980065
ci.role_id:=|mi_idx.info_type_id:=,1,1.4501839501072222,1.4501839501072222,1.4501839501072222,1.4501839501072222
t.kind_id:<|mc.company_id:<,3,1.449767772903953,1.194709975277447,1.9151999989534187,1.9952544460285269
t.kind_id:=|t.production_year:=|mi.info_type_id:<|mk.keyword_id:<,1,1.4493215134706814,1.4493215134706814,1.4493215134706814,1.4493215134706814
t.kind_id:>|t.production_year:=|ci.person_id:>|ci.role_id:>,1,1.4465912147880557,1.4465912147880557,1.4465912147880557,1.4465912147880557
t.kind_id:=|mi_idx.info_type_id:<,1,1.4463956225378352,1.4463956225378352,1.4463956225378352,1.4463956225378352
t.production_year:=|mc.company_id:<,5,1.445805167543238,1.4021773885446605,1.6744184967970772,1.6929278123854892
t.kind_id:=|t.production_year:>|ci.person_id:>,1,1.4299107447771957,1.4299107447771957,1.4299107447771957,1.4299107447771957
ci.person_id:>|ci.role_id:<|mk.keyword_id:>,1,1.429049526602416,1.429049526602416,1.429049526602416,1.429049526602416
ci.person_id:<|ci.role_id:<|mi_idx.info_type_id:=,3,1.4289293943167063,1.3064237172346775,1.6419005162914615,1.6791757161866598
t.kind_id:>|t.production_year:>|ci.person_id:<|ci.role_id:>,2,1.4280238974254078,1.4280238974254078,1.436622050912762,1.4375774013002458
t.kind_id:=|ci.person_id:>|ci.role_id:>,3,1.4275020213213407,1.2683002655029587,1.9113417806190118,1.982790837854129
t.production_year:=|ci.person_id:>|ci.role_id:>,7,1.426427671181369,1.2703083711319838,1.8255239944703878,1.837589215791061
t.kind_id:<|t.production_year:>|ci.person_id:<|mk.keyword_id:>,1,1.4256802260769628,1.4256802260769628,1.4256802260769628,1.4256802260769628
t.kind_id:<|t.production_year:>|mc.company_id:>,6,1.424581106926711,1.2417756129884705,1.9979529894492325,2.127779176105378
t.production_year:<|mi.info_type_id:=|mi_idx.info_type_id:<,1,1.4233690196937845,1.4233690196937845,1.4233690196937845,1.4233690196937845
mc.company_id:<|ci.person_id:<,2,1.422681736477867,1.422681736477867,1.674686723654916,1.7026872777856994
t.kind_id:<|ci.role_id:>|mi.info_type_id:<,1,1.4202235055243342,1.4202235055243342,1.4202235055243342,1.4202235055243342
ci.person_id:<|ci.role_id:<|mk.keyword_id:>,1,1.4198628958358195,1.4198628958358195,1.4198628958358195,1.4198628958358195
t.kind_id:<|t.production_year:>|mi.info_type_id:<,4,1.4197601671523317,1.4226176992549315,1.6885729004376655,1.7258381658820758
t.kind_id:<|t.production_year:=|mi_idx.info_type_id:=|mk.keyword_id:=,1,1.4193548387096775,1.4193548387096775,1.4193548387096775,1.4193548387096775
t.kind_id:=|t.production_year:=|mc.company_id:>|mc.company_type_id:=,1,1.4192858670087662,1.4192858670087662,1.4192858670087662,1.4192858670087662
t.kind_id:=|t.production_year:>|mc.company_id:>|mc.company_type_id:=|ci.person_id:<|ci.role_id:<,1,1.4179241333944625,1.4179241333944625,1.4179241333944625,1.4179241333944625
t.kind_id:<|mi.info_type_id:<|mi_idx.info_type_id:=,1,1.4171523476338395,1.4171523476338395,1.4171523476338395,1.4171523476338395
t.kind_id:=|mi_idx.info_type_id:>|mk.keyword_id:<,1,1.4152976646533797,1.4152976646533797,1.4152976646533797,1.4152976646533797
t.kind_id:=|t.production_year:>|mi_idx.info_type_id:<,11,1.4148242406762628,1.3387729753300124,2.047966267531945,2.303666928285907
ci.role_id:=|mi.info_type_id:>,4,1.4107488925536584,1.387314149363041,1.7466045728670858,1.7659638493395788
t.kind_id:<|t.production_year:=|mc.company_id:<|mc.company_type_id:=,2,1.4099193200064621,1.4099193200064621,1.5668742849418227,1.584313725490196
t.kind_id:>|t.production_year:=|mi.info_type_id:<,5,1.40845230101552,1.3344522429050962,1.7871926343546587,1.8804161471321696
t.production_year:<|mc.company_type_id:=|mi_idx.info_type_id:>,1,1.4083333333333334,1.4083333333333334,1.4083333333333334,1.4083333333333334
t.kind_id:<|t.production_year:<|mc.company_id:<|mi.info_type_id:>,1,1.4069877942496745,1.4069877942496745,1.4069877942496745,1.4069877942496745
t.production_year:>|mi.info_type_id:=,15,1.4037284129501366,1.193406786861029,2.3798738518068667,3.2291240045506258
t.kind_id:>|t.production_year:>|ci.role_id:=,1,1.4034220036822531,1.4034220036822531,1.4034220036822531,1.4034220036822531
t.kind_id:=|t.production_year:<|mk.keyword_id:<,7,1.4033508965349866,1.384946949602122,1.9177482966007782,2.064
t.kind_id:>|t.production_year:=|mi.info_type_id:>,2,1.402411250969183,1.402411250969183,1.6287026635584567,1.6538461538461537
ci.person_id:=|mi_idx.info_type_id:=,1,1.4,1.4,1.4,1.4
t.kind_id:>|t.production_year:=|ci.person_id:>|mi_idx.info_type_id:>,1,1.3987619785873973,1.3987619785873973,1.3987619785873973,1.3987619785873973
t.kind_id:>|t.production_year:>|ci.person_id:>|ci.role_id:=|mk.keyword_id:<,1,1.3973334196780618,1.3973334196780618,1.3973334196780618,1.3973334196780618
t.kind_id:>|ci.person_id:=|ci.role_id:<|mi.info_type_id:<,1,1.3953488372093024,1.3953488372093024,1.3953488372093024,1.3953488372093024
t.kind_id:=|t.production_year:=|mk.keyword_id:<,6,1.395272445437655,1.325663847675917,1.957212736452081,2.0864661654135337
t.kind_id:>|t.production_year:<|ci.person_id:>|mi.info_type_id:<,1,1.3926149867188593,1.3926149867188593,1.3926149867188593,1.3926149867188593
t.kind_id:<|t.production_year:>|ci.person_id:>|ci.role_id:<,3,1.3925204043484065,1.4928023975631326,1.6031032704940236,1.6153589230419003
t.kind_id:<|mc.company_id:>|mk.keyword_id:>,1,1.391391568152289,1.391391568152289,1.391391568152289,1.391391568152289
t.kind_id:<|t.production_year:>|mc.company_id:=,3,1.3890461215932914,1.2004716981132075,1.7400471698113207,1.8
t.kind_id:<|t.production_year:=|mi.info_type_id:<,4,1.388932585750089,1.3534656343867901,1.6639133254064933,1.705097631385487
t.production_year:>|mc.company_type_id:>,2,1.386714565839692,1.386714565839692,1.4234475902697787,1.4275290374286773
t.kind_id:<|t.production_year:>,36,1.3854581845017961,1.1351298487023624,2.3714733906314693,6.332677165354331
mi.info_type_id:=|mk.keyword_id:>,1,1.383796880190045,1.383796880190045,1.383796880190045,1.383796880190045
t.kind_id:=|t.production_year:>|ci.role_id:=,3,1.3833133519529073,1.5317616077766278,1.6025113689393242,1.610372453512957
mc.company_id:<|mc.company_type_id:=|ci.person_id:>|ci.role_id:>,1,1.3817785137870304,1.3817785137870304,1.3817785137870304,1.3817785137870304
t.production_year:>|ci.role_id:<|mi.info_type_id:>,1,1.3801592257531452,1.3801592257531452,1.3801592257531452,1.3801592257531452
t.production_year:>|mc.company_id:<|mc.company_type_id:=,7,1.3789983521658251,1.3606980142697498,1.6531557863608717,1.760229132569558
t.kind_id:=|t.production_year:>|ci.person_id:<|ci.role_id:<,2,1.3781932954924216,1.3781932954924216,1.6579749064935594,1.6890617521603526
t.kind_id:=|t.production_year:>|ci.person_id:<|ci.role_id:>,6,1.3778844279910667,1.242252827855702,1.8242210124876284,1.8613155894606463
t.production_year:=|ci.person_id:<|ci.role_id:>,5,1.377789326169777,1.1419510452027872,1.987885154877588,2.1215404313995863
mc.company_id:>|ci.role_id:=,1,1.3776960745452365,1.3776960745452365,1.3776960745452365,1.3776960745452365
t.production_year:<|mi.info_type_id:>|mk.keyword_id:>,1,1.3767113366018362,1.3767113366018362,1.3767113366018362,1.3767113366018362
t.kind_id:<|t.production_year:<|mi.info_type_id:>|mi_idx.info_type_id:=,2,1.3761603977374144,1.3761603977374144,1.6432403447741657,1.6729158944449158
t.kind_id:<|t.production_year:>|ci.role_id:>|mk.keyword_id:<,1,1.376065766363577,1.376065766363577,1.376065766363577,1.376065766363577
t.kind_id:<|t.production_year:>|mc.company_type_id:=,3,1.3759935610882978,1.1683048826591445,1.7704651574178247,1.8373718546132338
t.kind_id:=|t.production_year:<|mi.info_type_id:<|mk.keyword_id:<,1,1.3759333128771607,1.3759333128771607,1.3759333128771607,1.3759333128771607
ci.person_id:>|ci.role_id:>|mk.keyword_id:>,2,1.3750303911102035,1.3750303911102035,1.6016510970616544,1.6268311755007046
t.kind_id:<|mi.info_type_id:>|mk.keyword_id:<,1,1.3739167286579954,1.3739167286579954,1.3739167286579954,1.3739167286579954
t.kind_id:=|ci.person_id:<|ci.role_id:=,2,1.37365704994225,1.37365704994225,1.4446103605761729,1.4524940617577198
mi.info_type_id:=|mi_idx.info_type_id:>,3,1.3715279546685977,1.2463412397819202,1.652541100722378,1.697674418604651
t.kind_id:>|t.production_year:>|mi_idx.info_type_id:<,5,1.371017812194165,1.2748452129786676,1.7712017802484767,1.8200527704485487
t.kind_id:>|t.production_year:=|mc.company_id:<,1,1.369985450010393,1.369985450010393,1.369985450010393,1.369985450010393
t.production_year:<|mi.info_type_id:<,14,1.3698820543373755,1.2106879031993425,2.0438388213159477,2.4136127450139764
t.kind_id:>|ci.role_id:>|mk.keyword_id:=,1,1.3697047496790757,1.3697047496790757,1.3697047496790757,1.3697047496790757
t.kind_id:=|t.production_year:>|mi_idx.info_type_id:>,8,1.3678970601157219,1.1936689653268364,2.1686431156908887,2.5499835339748986
t.kind_id:=|mi_idx.info_type_id:<|mk.keyword_id:<,2,1.3675270757838347,1.3675270757838347,1.3792312610114288,1.380531726036717
ci.person_id:<|ci.role_id:=,69,1.367292529262759,1.188733877336141,2.0729350371145303,5.952295552367288
t.kind_id:=|t.production_year:>|mc.company_id:>|mc.company_type_id:>|mi.info_type_id:<,1,1.3670110914411648,1.3670110914411648,1.3670110914411648,1.3670110914411648
t.production_year:>|ci.role_id:=|mk.keyword_id:<,1,1.3657715413727982,1.3657715413727982,1.3657715413727982,1.3657715413727982
ci.person_id:=|ci.role_id:<|mi.info_type_id:=,1,1.3636363636363635,1.3636363636363635,1.3636363636363635,1.3636363636363635
t.kind_id:=|t.production_year:=|mi_idx.info_type_id:<,7,1.3635978056960745,1.239986390770468,1.8755016220112934,2.052264808362369
t.kind_id:>|mc.company_id:<|ci.role_id:>,1,1.3601641176052648,1.3601641176052648,1.3601641176052648,1.3601641176052648
t.kind_id:<|t.production_year:=|mc.company_id:<,3,1.3600751194971312,1.1661736445490467,1.7003445879800714,1.759696915027963
t.kind_id:=|mi.info_type_id:>,6,1.3600094344851936,1.4026169974426372,1.5364018257178311,1.538721734070984
t.kind_id:=|t.production_year:<,59,1.3590869946089346,1.2234855764097965,2.0035768910206198,4.0
mc.company_id:<|mi.info_type_id:=,2,1.3579275859016866,1.3579275859016866,1.4878716611019098,1.5023098916797124
t.kind_id:>|mi.info_type_id:<|mk.keyword_id:>,1,1.3576163021553025,1.3576163021553025,1.3576163021553025,1.3576163021553025
t.kind_id:<|ci.person_id:>|mk.keyword_id:<,1,1.3571473432985806,1.3571473432985806,1.3571473432985806,1.3571473432985806
t.kind_id:<|mc.company_id:=|mc.company_type_id:<|ci.role_id:=,1,1.3565254969749352,1.3565254969749352,1.3565254969749352,1.3565254969749352
t.production_year:<|mi.info_type_id:>|mk.keyword_id:<,1,1.3560430815045557,1.3560430815045557,1.3560430815045557,1.3560430815045557
t.kind_id:<|t.production_year:>|ci.person_id:<|ci.role_id:>|mk.keyword_id:>,1,1.355332480716762,1.355332480716762,1.355332480716762,1.355332480716762
t.kind_id:<|mi.info_type_id:=,8,1.3546905873247714,1.3571525174517027,1.6280484240133608,1.6644744841123358
ci.role_id:=|mk.keyword_id:<,4,1.354657754915223,1.3590848927276946,1.4931098322769887,1.4954477810257774
mc.company_type_id:>|ci.role_id:=,1,1.354339577532607,1.354339577532607,1.354339577532607,1.354339577532607
t.kind_id:=|t.production_year:=|mc.company_id:<|mc.company_type_id:=,5,1.3527799209299234,1.3868780024147764,1.538996994353922,1.5633893090629407
mc.company_id:<|mi.info_type_id:>,2,1.3526023843049373,1.3526023843049373,1.4891198218484332,1.5042884260199327
t.kind_id:>|t.production_year:=|ci.role_id:>,3,1.3508221519281054,1.474633938878425,1.48568161920127,1.4869091392371416
t.kind_id:=|t.production_year:>|mc.company_id:<,3,1.3507221841189054,1.394501220946007,1.465725776396992,1.473639615891546
t.kind_id:<|t.production_year:=|mc.company_type_id:>|ci.role_id:>,1,1.3505465466863789,1.3505465466863789,1.3505465466863789,1.3505465466863789
t.kind_id:>|t.production_year:=,23,1.3503334663432744,1.2084296145669655,2.0792385646570137,2.447347158631834
mc.company_id:=|ci.person_id:>,1,1.3493349997201962,1.3493349997201962,1.3493349997201962,1.3493349997201962
t.kind_id:>|mi.info_type_id:<,1,1.3489826543594283,1.3489826543594283,1.3489826543594283,1.3489826543594283
t.kind_id:=|t.production_year:<|ci.person_id:>|ci.role_id:=|mi_idx.info_type_id:<,1,1.3486906809957506,1.3486906809957506,1.3486906809957506,1.3486906809957506
t.kind_id:>|mc.company_id:>|mi_idx.info_type_id:=,1,1.3464631640739653,1.3464631640739653,1.3464631640739653,1.3464631640739653
t.kind_id:<|t.production_year:>|ci.role_id:>,1,1.3457646568977866,1.3457646568977866,1.3457646568977866,1.3457646568977866
t.production_year:=|mc.company_type_id:=,3,1.3450772215977163,1.484818286241785,1.4996593620343526,1.501308370455749
t.kind_id:<|t.production_year:=|ci.person_id:<,1,1.3447667065603965,1.3447667065603965,1.3447667065603965,1.3447667065603965
ci.role_id:>|mi.info_type_id:=,5,1.3431237659304165,1.1013106704959628,2.1023262521858914,2.326634152390006
t.kind_id:<|t.production_year:>|ci.person_id:>|mk.keyword_id:<,1,1.3421816676023133,1.3421816676023133,1.3421816676023133,1.3421816676023133
mc.company_id:<|ci.person_id:<|ci.role_id:>,1,1.340568998833349,1.340568998833349,1.340568998833349,1.340568998833349
t.production_year:>|mi.info_type_id:>,11,1.3402782152250667,1.2288051356940328,1.8073596262899567,1.8647111394829237
t.production_year:<|mc.company_id:>|mc.company_type_id:=|mk.keyword_id:>,2,1.3382470937702,1.3382470937702,1.3745111445575464,1.3785404835339183
t.production_year:=|mc.company_type_id:>,2,1.3378311784612302,1.3378311784612302,1.400762579975112,1.4077549579210988
t.kind_id:=|t.production_year:=|ci.person_id:>,2,1.3376589821063862,1.3376589821063862,1.6137057802433064,1.6443776467029643
ci.person_id:>|ci.role_id:<|mi_idx.info_type_id:>,1,1.3364660082745765,1.3364660082745765,1.3364660082745765,1.3364660082745765
ci.person_id:<|mk.keyword_id:<,1,1.335340633008123,1.335340633008123,1.335340633008123,1.335340633008123
t.kind_id:>|t.production_year:=|ci.person_id:>,2,1.3345968159134143,1.3345968159134143,1.4247912542613022,1.4348128585221787
t.kind_id:<|mc.company_type_id:=|mk.keyword_id:<,1,1.3344998710508635,1.3344998710508635,1.3344998710508635,1.3344998710508635
t.production_year:>|mi.info_type_id:=|mi_idx.info_type_id:<,1,1.3340511148880925,1.3340511148880925,1.3340511148880925,1.3340511148880925
t.kind_id:>|ci.person_id:<|ci.role_id:>,1,1.333929128413126,1.333929128413126,1.333929128413126,1.333929128413126
t.kind_id:<|mc.company_type_id:=,1,1.3330514836171146,1.3330514836171146,1.3330514836171146,1.3330514836171146
t.kind_id:=|mc.company_id:<,10,1.3319193084085619,1.3028757185642288,1.6529234024875465,1.6630728772086856
t.kind_id:=|t.production_year:<|mi_idx.info_type_id:=|mk.keyword_id:>,1,1.3308332266734928,1.3308332266734928,1.3308332266734928,1.3308332266734928
t.kind_id:<|t.production_year:<|mc.company_id:<|mc.company_type_id:<,2,1.330597184321457,1.330597184321457,1.5763015718317592,1.603602059332904
t.kind_id:>|t.production_year:>|mi.info_type_id:>|mi_idx.info_type_id:=,1,1.330171137638843,1.330171137638843,1.330171137638843,1.330171137638843
t.production_year:>|ci.role_id:>,5,1.3295546461425416,1.0972228782257945,1.883169045314585,2.0030110338543214
t.kind_id:>|t.production_year:<|mc.company_id:>|mc.company_type_id:=,2,1.3268399086490312,1.3268399086490312,1.3731953853304486,1.378345993850606
t.production_year:=,39,1.324823388110812,1.1895072162267586,1.9558093245351584,3.3264326223861382
t.kind_id:<|t.production_year:<|mi.info_type_id:>,10,1.3239033639990723,1.1413180658070476,2.1041507336945644,2.6133396942501075
t.kind_id:<|t.production_year:<|mk.keyword_id:<,10,1.323794764955149,1.2044352200908128,1.8744837935223277,2.2537667844522966
ci.person_id:>|ci.role_id:>|mi.info_type_id:>,3,1.3211786656211784,1.3057390853582564,1.4662744849877538,1.4841117516132536
t.kind_id:=|t.production_year:=|mc.company_type_id:=,5,1.320069035281078,1.3517441860465116,1.6139990530665742,1.666235446313066
t.kind_id:=|t.production_year:>|mc.company_type_id:=|mi_idx.info_type_id:>,1,1.3179717417139838,1.3179717417139838,1.3179717417139838,1.3179717417139838
t.kind_id:<|t.production_year:<|mi.info_type_id:>|mk.keyword_id:>,2,1.317048440114398,1.317048440114398,1.4515704327867702,1.4665173208614783
t.kind_id:=|mc.company_id:>,4,1.315695263386762,1.3366318274428237,1.535865945221281,1.5698296090826709
t.kind_id:=|t.production_year:<|mi.info_type_id:<,9,1.315240911946373,1.3932813276931433,1.4924712412959373,1.5010441914819945
t.kind_id:<|t.production_year:<|ci.role_id:<|mi.info_type_id:=,1,1.3152026105770007,1.3152026105770007,1.3152026105770007,1.3152026105770007
t.kind_id:=|t.production_year:<|mc.company_id:<|mc.company_type_id:<,2,1.315185227078637,1.315185227078637,1.4273021735990745,1.4397596121013454
t.kind_id:<|t.production_year:=,41,1.314268730084854,1.18540603083567,2.1395502767103642,2.7600937658803666
t.kind_id:=|mi.info_type_id:<,6,1.3137381429579593,1.3358976703337881,1.6020071430366107,1.6210445228419594
t.kind_id:<|t.production_year:>|mk.keyword_id:>,13,1.313625406599254,1.2717738091708723,1.6740773574285726,1.9191695253897116
t.kind_id:<|t.production_year:=|mi.info_type_id:>|mi_idx.info_type_id:=,1,1.3129042550105867,1.3129042550105867,1.3129042550105867,1.3129042550105867
t.kind_id:=|t.production_year:<|ci.person_id:<|ci.role_id:>,4,1.3112676126813663,1.309306094140235,1.6021940689663143,1.6157806120527813
t.kind_id:>|t.production_year:>,31,1.3111782546509139,1.1889505504148536,2.090343661446137,2.685185185185185
t.kind_id:>|t.production_year:=|ci.person_id:<|ci.role_id:<|mi.info_type_id:>,1,1.3109951769871304,1.3109951769871304,1.3109951769871304,1.3109951769871304
t.kind_id:>|t.production_year:>|mc.company_id:>|mc.company_type_id:>,1,1.3106006903268121,1.3106006903268121,1.3106006903268121,1.3106006903268121
t.kind_id:=|ci.person_id:>|ci.role_id:<,2,1.3101389791411133,1.3101389791411133,1.3373261267206937,1.3403469208962027
t.kind_id:<|t.production_year:>|mi.info_type_id:>,9,1.309261324096422,1.2788288873471592,1.5703826782592454,1.6237634272078416
t.kind_id:=|t.production_year:>|mi.info_type_id:>,12,1.3091835676877384,1.2392705107301292,1.8049072824847634,2.1651731907980927
mc.company_id:>|ci.person_id:<,2,1.308415671991194,1.308415671991194,1.4764500451308769,1.495120531035286
t.production_year:>|mc.company_id:>,4,1.3079661132115463,1.2820617017060232,1.4675330235097783,1.494899753781217
mc.company_id:<|mi.info_type_id:<,1,1.3078204672679052,1.3078204672679052,1.3078204672679052,1.3078204672679052
t.kind_id:<|t.production_year:>|mc.company_id:<|mi_idx.info_type_id:<,1,1.3078003556239919,1.3078003556239919,1.3078003556239919,1.3078003556239919
t.production_year:=|mi_idx.info_type_id:=|mk.keyword_id:<,1,1.3062426383981154,1.3062426383981154,1.3062426383981154,1.3062426383981154
t.production_year:=|mi_idx.info_type_id:<|mk.keyword_id:=,1,1.3055555555555556,1.3055555555555556,1.3055555555555556,1.3055555555555556
t.production_year:>|ci.role_id:<,1,1.304746237956516,1.304746237956516,1.304746237956516,1.304746237956516
t.kind_id:<|t.production_year:>|mc.company_type_id:<|mi_idx.info_type_id:=,1,1.3045163306766683,1.3045163306766683,1.3045163306766683,1.3045163306766683
ci.person_id:>|mk.keyword_id:<,1,1.3042973944421654,1.3042973944421654,1.3042973944421654,1.3042973944421654
t.production_year:>|ci.role_id:=|mi.info_type_id:<,1,1.3030051757881231,1.3030051757881231,1.3030051757881231,1.3030051757881231
t.kind_id:<|t.production_year:>|ci.role_id:=,3,1.301211040054507,1.2416532569022618,1.5556061732774373,1.5904898306524569
mi_idx.info_type_id:<|mk.keyword_id:<,2,1.3009000525535939,1.3009000525535939,1.4037736259812414,1.415204023028758
t.kind_id:>|t.production_year:=|mi_idx.info_type_id:<,4,1.3002680219076996,1.321483430989451,1.4981665041420464,1.512222983778844
mc.company_id:<|mc.company_type_id:<|mi.info_type_id:>,1,1.2996532506907288,1.2996532506907288,1.2996532506907288,1.2996532506907288
t.kind_id:=|ci.person_id:<|ci.role_id:>,2,1.2989553741776645,1.2989553741776645,1.5454537160167587,1.572842420665547
t.kind_id:=|ci.person_id:<|ci.role_id:>|mi.info_type_id:>,2,1.2983814167506844,1.2983814167506844,1.524777369190423,1.5499324750170607
ci.role_id:<|mk.keyword_id:<,2,1.2976751725805387,1.2976751725805387,1.3427511609775684,1.347759604132794
t.kind_id:<|t.production_year:>|mc.company_id:=|ci.person_id:>|ci.role_id:>,1,1.2962962962962963,1.2962962962962963,1.2962962962962963,1.2962962962962963
t.kind_id:=|t.production_year:>|mi_idx.info_type_id:>|mk.keyword_id:>,1,1.2940831487032451,1.2940831487032451,1.2940831487032451,1.2940831487032451
t.production_year:>|mc.company_id:<,5,1.2924975347710632,1.2569579345967576,1.559981127543088,1.5944724345831078
t.kind_id:=|mc.company_type_id:<|ci.role_id:>,1,1.292444344089101,1.292444344089101,1.292444344089101,1.292444344089101
t.production_year:>|ci.person_id:<|ci.role_id:>|mi_idx.info_type_id:=,1,1.292311946902655,1.292311946902655,1.292311946902655,1.292311946902655
t.kind_id:=|mc.company_type_id:>|ci.person_id:<,1,1.292210210147826,1.292210210147826,1.292210210147826,1.292210210147826
t.kind_id:=|t.production_year:<|mc.company_id:<|mc.company_type_id:=,4,1.2908538705264996,1.2832641007540655,1.507207261711535,1.5146195843696852
mi.info_type_id:>|mi_idx.info_type_id:>,3,1.290617123900297,1.1492882825198247,1.5657167938680283,1.6119866284622733
t.kind_id:=|ci.role_id:=,2,1.2885837086593206,1.2885837086593206,1.3337984611042584,1.3388223224870293
t.kind_id:=|t.production_year:>|mi.info_type_id:<|mk.keyword_id:<,2,1.2864055337907363,1.2864055337907363,1.4255756744674497,1.441039023431529
t.production_year:<|mi_idx.info_type_id:=,8,1.2863193408972062,1.2080714873796876,1.688872622757664,1.7882342525784605
t.kind_id:=|t.production_year:>|ci.person_id:<,3,1.2853187193348712,1.0660063929002443,1.7082957594866364,1.779661244662902
t.kind_id:=|t.production_year:=|mi_idx.info_type_id:>,8,1.284492895100151,1.1872711982492183,1.8063667568718162,1.932149651236525
t.kind_id:>|t.production_year:>|mi_idx.info_type_id:>,6,1.2828759877119618,1.262313416339841,1.571703282469796,1.6043399052093024
t.kind_id:=|t.production_year:<|mc.company_id:>|mc.company_type_id:=|mi.info_type_id:<,1,1.2822195469316777,1.2822195469316777,1.2822195469316777,1.2822195469316777
t.kind_id:=|t.production_year:>|mk.keyword_id:>,15,1.281947089237866,1.1857270827112572,1.782112086348123,2.049359685870123
t.production_year:<|mi.info_type_id:=|mk.keyword_id:>,3,1.2812450236260176,1.3001768667250644,1.3818028477037352,1.3908724011458098
t.kind_id:<|ci.role_id:>|mi.info_type_id:=,1,1.281050344957055,1.281050344957055,1.281050344957055,1.281050344957055
t.production_year:<|mi.info_type_id:<|mk.keyword_id:>,1,1.2807778543061885,1.2807778543061885,1.2807778543061885,1.2807778543061885
t.kind_id:=|t.production_year:>|mi_idx.info_type_id:=,11,1.2799939505178821,1.1403123769101535,1.9200950372570524,2.1547968160871385
t.kind_id:=|t.production_year:<|mc.company_id:<,2,1.2795533117375317,1.2795533117375317,1.3853514547890808,1.3971068040170307
t.production_year:=|ci.role_id:>|mi.info_type_id:=,2,1.2785395130783392,1.2785395130783392,1.3657849857905926,1.3754789272030652
t.kind_id:=|t.production_year:>,69,1.2780477277248425,1.1714867331180683,1.6235949427223135,3.200885935769657
t.kind_id:>|t.production_year:=|mi.info_type_id:>|mi_idx.info_type_id:=,1,1.277823240589198,1.277823240589198,1.277823240589198,1.277823240589198
t.kind_id:=|t.production_year:<|ci.role_id:=,5,1.2775875568281514,1.2781177541017288,1.5457735030691475,1.6066875461978678
t.kind_id:>|t.production_year:<|mk.keyword_id:<,7,1.2771947546773694,1.2623182323562814,1.5417309910218824,1.6138857279330159
t.production_year:=|mk.keyword_id:>,22,1.277161136678925,1.1964632446659396,2.02460883930834,2.2289541473467285
t.kind_id:<|t.production_year:<|mc.company_id:<|mc.company_type_id:=,2,1.276734776484403,1.276734776484403,1.4142273847099616,1.4295043411794681
t.kind_id:=|mk.keyword_id:<,16,1.2761962085557246,1.1997904749004207,1.6129113330165692,1.9715047854558776
t.production_year:>|ci.role_id:>|mi.info_type_id:=,1,1.2761926154511969,1.2761926154511969,1.2761926154511969,1.2761926154511969
t.kind_id:=|t.production_year:<|ci.role_id:>,4,1.2753304230805775,1.3253452888026236,1.380448446176601,1.3814806506088138
t.kind_id:=|mc.company_id:<|mc.company_type_id:=|ci.person_id:>|ci.role_id:<,1,1.274845426543506,1.274845426543506,1.274845426543506,1.274845426543506
t.kind_id:<|mi.info_type_id:>|mk.keyword_id:>,1,1.2745334014476633,1.2745334014476633,1.2745334014476633,1.2745334014476633
t.kind_id:=|t.production_year:<|mk.keyword_id:>,10,1.271895715113698,1.179415088250757,1.8802339558144212,2.3547369397791593
t.production_year:<|mi.info_type_id:>,11,1.2714933816077594,1.2359814617725247,1.758184952644267,1.817821635874158
t.kind_id:<|ci.person_id:>|ci.role_id:>,5,1.2714384552474445,1.2183626817425774,1.5944649343515087,1.6626487001583763
t.kind_id:>|t.production_year:>|mi.info_type_id:<,4,1.2709966036479525,1.2898625246130013,1.374389345427047,1.3866085350783968
t.kind_id:<|mc.company_id:<|mc.company_type_id:=,2,1.270495340341425,1.270495340341425,1.4742634591019939,1.4969043611865016
ci.person_id:>|ci.role_id:=|mi_idx.info_type_id:>,1,1.2698702768025267,1.2698702768025267,1.2698702768025267,1.2698702768025267
t.kind_id:<|t.production_year:=|ci.person_id:>|ci.role_id:<|mi_idx.info_type_id:>,1,1.2676923447627768,1.2676923447627768,1.2676923447627768,1.2676923447627768
t.production_year:>|mc.company_type_id:=|mk.keyword_id:<,1,1.2671658887397528,1.2671658887397528,1.2671658887397528,1.2671658887397528
t.kind_id:<|t.production_year:<|mi_idx.info_type_id:<|mk.keyword_id:>,1,1.2668585929669673,1.2668585929669673,1.2668585929669673,1.2668585929669673
