PredicateSignature,count,mean_q_error,median_q_error,p95_q_error,max_q_error
t.kind_id:<|mc.company_type_id:=|ci.person_id:<|ci.role_id:>,1,2.2285714285714286,2.2285714285714286,2.2285714285714286,2.2285714285714286
t.kind_id:=|t.production_year:>|mc.company_id:=|mc.company_type_id:<|mi.info_type_id:<,1,2.2254901960784315,2.2254901960784315,2.2254901960784315,2.2254901960784315
t.kind_id:=|t.production_year:<|mc.company_id:=,2,2.2152038062775175,2.2152038062775175,2.708887231927283,2.763740945888368
t.production_year:<|mc.company_id:<|mk.keyword_id:=,1,2.2142857142857144,2.2142857142857144,2.2142857142857144,2.2142857142857144
t.kind_id:<|t.production_year:>|mi.info_type_id:=|mk.keyword_id:<,1,2.208787820389285,2.208787820389285,2.208787820389285,2.208787820389285
t.kind_id:<|t.production_year:=|mc.company_id:>|mc.company_type_id:>|mk.keyword_id:<,1,2.2012807336548343,2.2012807336548343,2.2012807336548343,2.2012807336548343
t.kind_id:=|t.production_year:<|ci.person_id:>,2,2.1918503001169327,2.1918503001169327,3.1947239813398354,3.3061543903646022
t.kind_id:>|ci.person_id:<|ci.role_id:>|mk.keyword_id:=,1,2.191231343283582,2.191231343283582,2.191231343283582,2.191231343283582
ci.role_id:>|mk.keyword_id:=,1,2.1875,2.1875,2.1875,2.1875
t.kind_id:>|t.production_year:<|mi.info_type_id:>|mk.keyword_id:=,1,2.184070796460177,2.184070796460177,2.184070796460177,2.184070796460177
t.production_year:=|mi.info_type_id:=|mk.keyword_id:>,1,2.1674994306841167,2.1674994306841167,2.1674994306841167,2.1674994306841167
t.kind_id:<|t.production_year:<|mc.company_id:=|mc.company_type_id:>|ci.role_id:>,1,2.1666666666666665,2.1666666666666665,2.1666666666666665,2.1666666666666665
t.kind_id:=|t.production_year:>|ci.person_id:<|ci.role_id:=,4,2.165786660536676,2.0150546062548256,3.295402813275801,3.4503489450966156
t.kind_id:=|ci.person_id:>|ci.role_id:=|mi_idx.info_type_id:<,1,2.158242180003838,2.158242180003838,2.158242180003838,2.158242180003838
mc.company_id:>|mc.company_type_id:<|mk.keyword_id:=,2,2.157226720647773,2.157226720647773,2.789722672064777,2.86
t.kind_id:<|t.production_year:=|ci.role_id:>|mk.keyword_id:=,1,2.148817802503477,2.148817802503477,2.148817802503477,2.148817802503477
t.kind_id:>|t.production_year:=|mc.company_id:>|mc.company_type_id:=|mi.info_type_id:<,1,2.1192297717842323,2.1192297717842323,2.1192297717842323,2.1192297717842323
t.kind_id:=|t.production_year:=|ci.person_id:<|ci.role_id:=,1,2.0935845098261776,2.0935845098261776,2.0935845098261776,2.0935845098261776
t.kind_id:=|t.production_year:=,61,2.0913013129438767,1.3655413271245636,3.4528985507246377,30.0
ci.person_id:<|ci.role_id:=|mi.info_type_id:=,2,2.0891323680127543,2.0891323680127543,2.579385977569507,2.6338586008535905
t.kind_id:>|t.production_year:=|mc.company_id:>|mc.company_type_id:<|mi.info_type_id:>,1,2.0879267818906246,2.0879267818906246,2.0879267818906246,2.0879267818906246
mi.info_type_id:=,13,2.0815660385382277,1.3584686774941996,5.625407479055783,8.591593973037272
t.kind_id:>|t.production_year:=|mc.company_id:>,1,2.076398083651552,2.076398083651552,2.076398083651552,2.076398083651552
ci.person_id:>|ci.role_id:>|mk.keyword_id:<,1,2.073672787531909,2.073672787531909,2.073672787531909,2.073672787531909
t.kind_id:>|t.production_year:<|mi.info_type_id:>,2,2.052769550894715,2.052769550894715,2.5542915998191766,2.6100162719218947
t.kind_id:>|t.production_year:=|mk.keyword_id:<,1,2.043115438108484,2.043115438108484,2.043115438108484,2.043115438108484
t.kind_id:=|t.production_year:<|ci.person_id:>|ci.role_id:<,1,2.035935776180632,2.035935776180632,2.035935776180632,2.035935776180632
t.production_year:=|ci.person_id:<|ci.role_id:=,6,2.032818338173996,1.8963438195095015,3.1210354291956057,3.4477642695240056
t.kind_id:>|mc.company_id:>|mc.company_type_id:<|mi_idx.info_type_id:<,1,2.0249132671372174,2.0249132671372174,2.0249132671372174,2.0249132671372174
t.kind_id:<|t.production_year:<|ci.person_id:<|ci.role_id:>|mi_idx.info_type_id:<,1,2.0245718793684877,2.0245718793684877,2.0245718793684877,2.0245718793684877
t.production_year:>|mc.company_type_id:>|mk.keyword_id:=,1,2.0,2.0,2.0,2.0
t.kind_id:<|mc.company_type_id:=|ci.person_id:=,1,2.0,2.0,2.0,2.0
t.kind_id:=|t.production_year:<|mc.company_type_id:>,2,1.9983432710591251,1.9983432710591251,2.736197963469549,2.8181818181818183
t.production_year:>|mc.company_id:<|mc.company_type_id:<,4,1.9841402922435605,1.2140246340295628,3.931043180007096,4.395167379813743
mc.company_id:<|mc.company_type_id:=|ci.person_id:>|ci.role_id:<,1,1.9758654911488376,1.9758654911488376,1.9758654911488376,1.9758654911488376
t.kind_id:=|t.production_year:=|mc.company_id:>,2,1.9654718104195457,1.9654718104195457,2.2633389258824796,2.296435272045028
mc.company_id:=|mi_idx.info_type_id:=,1,1.9605633802816902,1.9605633802816902,1.9605633802816902,1.9605633802816902
mc.company_id:>|mc.company_type_id:<|mi.info_type_id:<,1,1.948385286576358,1.948385286576358,1.948385286576358,1.948385286576358
ci.person_id:=|mk.keyword_id:>,2,1.9465737514518002,1.9465737514518002,2.337514518002323,2.380952380952381
t.production_year:<|mc.company_id:<|mc.company_type_id:<,3,1.9373979165146515,1.203276388958469,3.331687118676379,3.568177199756147
t.production_year:=|ci.person_id:<,4,1.9350558859613654,1.9050417293975754,2.611981738833032,2.7316998445719753
ci.person_id:>|ci.role_id:=|mi.info_type_id:>,1,1.9168143078798476,1.9168143078798476,1.9168143078798476,1.9168143078798476
t.production_year:<|mk.keyword_id:<,12,1.909793514208655,1.162908124735003,5.66496165690205,6.510903564033658
t.production_year:<|ci.person_id:<|ci.role_id:<|mk.keyword_id:<,1,1.9064299565484373,1.9064299565484373,1.9064299565484373,1.9064299565484373
t.kind_id:>|t.production_year:<|ci.person_id:=,2,1.9,1.9,2.29,2.3333333333333335
t.production_year:<|mi.info_type_id:=,20,1.8857612397441006,1.216762946671102,3.0669369396696458,12.356835906414133
t.production_year:=|mc.company_id:>|ci.person_id:<,1,1.8827601305097705,1.8827601305097705,1.8827601305097705,1.8827601305097705
t.kind_id:<|t.production_year:=|mc.company_id:>|mc.company_type_id:>,1,1.8821053915589168,1.8821053915589168,1.8821053915589168,1.8821053915589168
mc.company_id:=|mi.info_type_id:=,2,1.8785315983831872,1.8785315983831872,2.2437695556216526,2.284351550870371
t.production_year:>|mc.company_id:=|mc.company_type_id:<,1,1.8771929824561404,1.8771929824561404,1.8771929824561404,1.8771929824561404
t.kind_id:=|mc.company_id:>|mc.company_type_id:<|ci.role_id:<,1,1.8657348887101755,1.8657348887101755,1.8657348887101755,1.8657348887101755
t.kind_id:>|t.production_year:>|ci.role_id:>,1,1.865000662637065,1.865000662637065,1.865000662637065,1.865000662637065
t.kind_id:=|t.production_year:>|ci.person_id:<|mk.keyword_id:<,1,1.8641801407631624,1.8641801407631624,1.8641801407631624,1.8641801407631624
t.kind_id:>|t.production_year:<|mc.company_id:>|mc.company_type_id:=|mi_idx.info_type_id:<,1,1.8583877995642701,1.8583877995642701,1.8583877995642701,1.8583877995642701
ci.role_id:=|mk.keyword_id:=,5,1.8558284142096766,1.221268771069568,3.3107954891574205,3.513480392156863
t.kind_id:=|t.production_year:>|ci.role_id:>|mi.info_type_id:=,1,1.8558172488403315,1.8558172488403315,1.8558172488403315,1.8558172488403315
t.kind_id:=|t.production_year:>|mc.company_id:<|mc.company_type_id:=,2,1.8547736514278719,1.8547736514278719,2.15564960522339,2.1890802667562252
t.kind_id:<|t.production_year:=|mc.company_id:>|ci.person_id:<|ci.role_id:=,1,1.8494738078114221,1.8494738078114221,1.8494738078114221,1.8494738078114221
t.kind_id:<|t.production_year:>|ci.person_id:>|ci.role_id:>|mk.keyword_id:>,1,1.8298183803067491,1.8298183803067491,1.8298183803067491,1.8298183803067491
t.kind_id:=|t.production_year:=|ci.person_id:<|ci.role_id:<|mi.info_type_id:>,1,1.8244445998805534,1.8244445998805534,1.8244445998805534,1.8244445998805534
mc.company_type_id:=|ci.role_id:>,1,1.8237064621671246,1.8237064621671246,1.8237064621671246,1.8237064621671246
t.kind_id:>|t.production_year:=|mc.company_id:>|mi.info_type_id:>,1,1.8221941992433797,1.8221941992433797,1.8221941992433797,1.8221941992433797
t.production_year:=|mc.company_id:<|mc.company_type_id:>|mk.keyword_id:<,1,1.818590612295183,1.818590612295183,1.818590612295183,1.818590612295183
t.kind_id:<|t.production_year:>|mi.info_type_id:<|mk.keyword_id:<,1,1.8149665566810198,1.8149665566810198,1.8149665566810198,1.8149665566810198
ci.person_id:=|mi_idx.info_type_id:<,1,1.808695652173913,1.808695652173913,1.808695652173913,1.808695652173913
t.production_year:>|mc.company_id:=|mc.company_type_id:>,1,1.8019125683060109,1.8019125683060109,1.8019125683060109,1.8019125683060109
t.kind_id:=|t.production_year:=|mi.info_type_id:<|mk.keyword_id:>,1,1.8018346717161513,1.8018346717161513,1.8018346717161513,1.8018346717161513
t.production_year:>|mc.company_id:=|mc.company_type_id:=,1,1.8,1.8,1.8,1.8
t.kind_id:=|t.production_year:<|mi.info_type_id:=,9,1.7934959832888164,1.4929539886972762,3.1728864663461995,3.2798975617104613
mc.company_id:>|mc.company_type_id:<|mi_idx.info_type_id:>,2,1.7848849439924686,1.7848849439924686,1.8412335924384624,1.8474945533769063
t.kind_id:=|t.production_year:<|mi_idx.info_type_id:>,9,1.7839191432462893,1.12111611832074,4.295585985312116,5.65625
t.kind_id:=|t.production_year:>|mi.info_type_id:=,6,1.7815858017312092,1.6722354565766044,2.6705508647534,2.948557089084065
t.kind_id:<|t.production_year:=|mi.info_type_id:=,9,1.7804337341281924,1.4668493150684931,3.4140848995879005,4.16015002067214
t.production_year:=|mc.company_id:>|mc.company_type_id:>,1,1.7787012987012987,1.7787012987012987,1.7787012987012987,1.7787012987012987
t.kind_id:>|t.production_year:>|mc.company_id:>|mi.info_type_id:>,1,1.774563357500603,1.774563357500603,1.774563357500603,1.774563357500603
t.kind_id:<|ci.person_id:=|ci.role_id:=,1,1.7741935483870968,1.7741935483870968,1.7741935483870968,1.7741935483870968
t.kind_id:=|t.production_year:>|mc.company_id:>|mc.company_type_id:<,1,1.773000429245958,1.773000429245958,1.773000429245958,1.773000429245958
t.kind_id:>|mi.info_type_id:=,3,1.772317569476489,1.7219229841917736,2.213506852409788,2.2681272822117893
t.kind_id:=|t.production_year:=|ci.person_id:<,4,1.771418312278513,1.6645970833064436,2.4685184653188728,2.569144499351628
t.kind_id:>|t.production_year:<|mk.keyword_id:=,4,1.771374324433475,1.3563460908786555,2.936285074972351,3.194233687405159
t.production_year:=|mi.info_type_id:=,19,1.7713615716598978,1.2881911902530458,3.6256221055881355,7.319512195121951
t.production_year:=|ci.person_id:<|ci.role_id:<,2,1.7711689878698347,1.7711689878698347,2.423797737515363,2.4963120430315326
t.production_year:>|ci.person_id:>|ci.role_id:=,2,1.769908788923467,1.769908788923467,2.1310996676759375,2.171231987537323
t.kind_id:=|t.production_year:=|mc.company_id:<|mc.company_type_id:<,1,1.76878612716763,1.76878612716763,1.76878612716763,1.76878612716763
t.production_year:<|ci.person_id:>|ci.role_id:>|mi_idx.info_type_id:>,1,1.7670799329559144,1.7670799329559144,1.7670799329559144,1.7670799329559144
t.production_year:>|ci.person_id:<|ci.role_id:>|mi.info_type_id:<,1,1.7662416731071422,1.7662416731071422,1.7662416731071422,1.7662416731071422
t.kind_id:=|t.production_year:=|mc.company_id:>|mc.company_type_id:=|mk.keyword_id:>,1,1.7646267652992602,1.7646267652992602,1.7646267652992602,1.7646267652992602
t.production_year:<|ci.person_id:=|mk.keyword_id:>,1,1.7619047619047619,1.7619047619047619,1.7619047619047619,1.7619047619047619
ci.person_id:<|ci.role_id:<|mi.info_type_id:=,3,1.7592609831607087,1.7900009696456,1.8433324838217244,1.8492582076190716
t.kind_id:=|t.production_year:>|ci.role_id:<|mi_idx.info_type_id:=,1,1.7544462478847946,1.7544462478847946,1.7544462478847946,1.7544462478847946
t.kind_id:=|t.production_year:=|mc.company_id:=,2,1.7523428631767906,1.7523428631767906,2.053495155882896,2.0869565217391304
t.kind_id:<|t.production_year:>|ci.role_id:=|mi.info_type_id:>,1,1.751410005614712,1.751410005614712,1.751410005614712,1.751410005614712
t.kind_id:=|t.production_year:=|ci.person_id:=,1,1.75,1.75,1.75,1.75
t.kind_id:=|t.production_year:>|mi.info_type_id:=|mk.keyword_id:=,1,1.75,1.75,1.75,1.75
t.production_year:=|ci.person_id:>|ci.role_id:=|mi_idx.info_type_id:=,1,1.7465793023703988,1.7465793023703988,1.7465793023703988,1.7465793023703988
ci.person_id:<|ci.role_id:<|mi.info_type_id:>,1,1.745493138839159,1.745493138839159,1.745493138839159,1.745493138839159
t.kind_id:=|mc.company_id:>|mi_idx.info_type_id:>,3,1.7430551069880504,1.788888888888889,2.000054264525561,2.023517084040747
mc.company_id:<|mc.company_type_id:<|ci.role_id:<,1,1.740749301743234,1.740749301743234,1.740749301743234,1.740749301743234
t.kind_id:>|mc.company_id:>|mi_idx.info_type_id:<,1,1.7373916719509617,1.7373916719509617,1.7373916719509617,1.7373916719509617
t.production_year:<|ci.role_id:=|mi.info_type_id:>,1,1.7243658700944378,1.7243658700944378,1.7243658700944378,1.7243658700944378
t.production_year:<|mi.info_type_id:<|mk.keyword_id:<,1,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142
t.kind_id:<|t.production_year:>|mc.company_type_id:>|mi.info_type_id:>,1,1.7125637390639366,1.7125637390639366,1.7125637390639366,1.7125637390639366
t.kind_id:=|mc.company_id:<|mc.company_type_id:=|mi.info_type_id:=,1,1.7098062416802249,1.7098062416802249,1.7098062416802249,1.7098062416802249
mc.company_id:>|mc.company_type_id:=|ci.person_id:<|ci.role_id:=,2,1.708627981695067,1.708627981695067,1.7373004303048132,1.7404862579281184
t.kind_id:<|t.production_year:>|mi_idx.info_type_id:=|mk.keyword_id:=,1,1.7058823529411764,1.7058823529411764,1.7058823529411764,1.7058823529411764
t.kind_id:=|ci.role_id:=|mi_idx.info_type_id:<,1,1.705526571530868,1.705526571530868,1.705526571530868,1.705526571530868
t.kind_id:=|mc.company_id:<|mc.company_type_id:>,3,1.7023040759966939,1.2696140723026585,2.619231448200499,2.7691889344113703
t.kind_id:<|ci.person_id:>|ci.role_id:=|mi_idx.info_type_id:=,1,1.6999719069911758,1.6999719069911758,1.6999719069911758,1.6999719069911758
mc.company_id:=|mc.company_type_id:=|mi_idx.info_type_id:<,1,1.6933333333333334,1.6933333333333334,1.6933333333333334,1.6933333333333334
t.kind_id:=|t.production_year:<|mc.company_id:<|mc.company_type_id:=|mi_idx.info_type_id:=,1,1.690879075526207,1.690879075526207,1.690879075526207,1.690879075526207
t.kind_id:<|mi_idx.info_type_id:<|mk.keyword_id:=,1,1.6906175771971497,1.6906175771971497,1.6906175771971497,1.6906175771971497
t.kind_id:<|t.production_year:<|ci.person_id:<|ci.role_id:>,3,1.6896904062052478,1.0627839630724016,2.802589871717076,2.9959016393442623
ci.role_id:=|mi_idx.info_type_id:>,1,1.6886792452830188,1.6886792452830188,1.6886792452830188,1.6886792452830188
t.kind_id:<|t.production_year:=|ci.person_id:>|mi.info_type_id:=,1,1.683055473214012,1.683055473214012,1.683055473214012,1.683055473214012
t.kind_id:=|t.production_year:=|mi.info_type_id:=,7,1.6827875602509843,1.5204432877172362,2.6369700318266287,2.8118393234672303
t.production_year:>|ci.person_id:<|ci.role_id:>,3,1.682210761724945,1.3650276842226,2.4279055304583355,2.546003068928973
t.kind_id:<|t.production_year:>|mc.company_id:<|mi.info_type_id:>,1,1.6774509853043595,1.6774509853043595,1.6774509853043595,1.6774509853043595
mc.company_id:<|mc.company_type_id:=|mi.info_type_id:=,3,1.6730296366115187,1.6384275795018892,1.9826172331580134,2.020860528008694
t.kind_id:<|mi.info_type_id:>|mi_idx.info_type_id:>,1,1.671403377186759,1.671403377186759,1.671403377186759,1.671403377186759
t.kind_id:<|t.production_year:=|ci.person_id:<|ci.role_id:=|mk.keyword_id:<,1,1.6690680816865053,1.6690680816865053,1.6690680816865053,1.6690680816865053
t.production_year:=|ci.person_id:=|ci.role_id:<,1,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667
t.kind_id:<|ci.person_id:=|ci.role_id:<|mi.info_type_id:=,1,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667
ci.person_id:<|ci.role_id:<|mi.info_type_id:<,1,1.661916758645608,1.661916758645608,1.661916758645608,1.661916758645608
t.kind_id:=|ci.person_id:>|ci.role_id:=,5,1.6615045489167826,1.5699454201369525,2.62521806672955,2.8832848022803534
t.kind_id:<|t.production_year:>|mc.company_id:>|mc.company_type_id:=,2,1.6613098594912945,1.6613098594912945,2.070009549686782,2.11542062637517
t.kind_id:=|t.production_year:<|ci.person_id:>|ci.role_id:>,3,1.6612302183864438,1.4350783283406179,2.222619106659657,2.310123637583995
t.kind_id:=|t.production_year:<|mc.company_type_id:=,4,1.6611184739134366,1.5831004006057119,2.2501851521722425,2.359332001357108
mc.company_type_id:=|mi.info_type_id:<,1,1.6568357059974355,1.6568357059974355,1.6568357059974355,1.6568357059974355
t.kind_id:=|t.production_year:=|mi.info_type_id:<|mi_idx.info_type_id:>,1,1.6554621848739495,1.6554621848739495,1.6554621848739495,1.6554621848739495
t.production_year:=|ci.role_id:>|mk.keyword_id:=,1,1.6479591836734695,1.6479591836734695,1.6479591836734695,1.6479591836734695
t.production_year:=|mi_idx.info_type_id:>|mk.keyword_id:=,2,1.6458333333333335,1.6458333333333335,1.6645833333333333,1.6666666666666667
t.kind_id:=|t.production_year:>|ci.role_id:<,1,1.638971655671216,1.638971655671216,1.638971655671216,1.638971655671216
t.production_year:<|mc.company_id:<|mc.company_type_id:>|mk.keyword_id:=,1,1.6387851881747553,1.6387851881747553,1.6387851881747553,1.6387851881747553
t.kind_id:=|t.production_year:=|mc.company_type_id:=|mi_idx.info_type_id:>,1,1.6383912890762207,1.6383912890762207,1.6383912890762207,1.6383912890762207
ci.person_id:>|ci.role_id:=|mk.keyword_id:>,2,1.6381854982156956,1.6381854982156956,1.6694595754303079,1.6729344728985982
ci.person_id:=|ci.role_id:>|mi.info_type_id:=,2,1.6371527777777777,1.6371527777777777,1.9355902777777778,1.96875
ci.person_id:>|ci.role_id:=|mi.info_type_id:=,2,1.634695652733147,1.634695652733147,1.6798644046111921,1.6848831548198637
ci.person_id:>|ci.role_id:<|mk.keyword_id:=,1,1.6220449172576832,1.6220449172576832,1.6220449172576832,1.6220449172576832
t.kind_id:<|t.production_year:=|mi_idx.info_type_id:=,8,1.620062088144008,1.1947778151496415,3.6372015002749882,4.884848484848485
t.kind_id:<|t.production_year:>|ci.person_id:>|ci.role_id:>,1,1.619403506999623,1.619403506999623,1.619403506999623,1.619403506999623
t.kind_id:<|t.production_year:<|ci.person_id:<,4,1.6095733107472114,1.3212590099466146,2.3911752701382287,2.5778366648804023
t.production_year:>|mc.company_id:>|mc.company_type_id:=|ci.person_id:>|ci.role_id:>,1,1.608386523390159,1.608386523390159,1.608386523390159,1.608386523390159
t.kind_id:<|t.production_year:=|mi.info_type_id:>|mk.keyword_id:>,2,1.6021249806889277,1.6021249806889277,1.642015289873178,1.6464475464492057
t.production_year:<|ci.person_id:<|ci.role_id:<|mi.info_type_id:<,1,1.6006151347978388,1.6006151347978388,1.6006151347978388,1.6006151347978388
ci.person_id:>|ci.role_id:<|mk.keyword_id:<,2,1.5959635264841303,1.5959635264841303,1.7879767924399788,1.8093115997684064
t.kind_id:>|t.production_year:<|mi.info_type_id:=,1,1.5934544429526218,1.5934544429526218,1.5934544429526218,1.5934544429526218
t.kind_id:>|t.production_year:<|ci.person_id:>|ci.role_id:<,1,1.591008833492411,1.591008833492411,1.591008833492411,1.591008833492411
t.kind_id:<|t.production_year:=|mi.info_type_id:>,6,1.5883302357017763,1.1002573889428655,3.3565586072200286,4.054988867856057
t.production_year:=|mc.company_id:>|mc.company_type_id:<,2,1.5882968613551138,1.5882968613551138,1.9653830841937638,2.0072815533980584
t.production_year:<|ci.person_id:>|mi_idx.info_type_id:>,1,1.5831842576028623,1.5831842576028623,1.5831842576028623,1.5831842576028623
t.kind_id:=|t.production_year:=|mc.company_id:<,4,1.5779084477822511,1.5379734237444627,2.154333874500013,2.2104369961815866
t.kind_id:<|t.production_year:=|ci.role_id:>,3,1.5778850171483798,1.4751367524505306,1.8213431429475375,1.8598105196694272
t.kind_id:=|t.production_year:<|ci.person_id:=,1,1.5757575757575757,1.5757575757575757,1.5757575757575757,1.5757575757575757
t.production_year:=|mi_idx.info_type_id:<,10,1.5744529394557334,1.1201168255681946,3.6440033783783736,5.5
t.kind_id:=|mi.info_type_id:=,8,1.5743887419113416,1.5534280337124864,2.0089756974635606,2.046931407942238
t.production_year:=|mc.company_id:>,5,1.5731114328459332,1.4209320091673032,2.386013333216243,2.6092105263157896
t.kind_id:=|t.production_year:<|mc.company_id:>|mc.company_type_id:=|mi_idx.info_type_id:>,1,1.5692068429237946,1.5692068429237946,1.5692068429237946,1.5692068429237946
t.production_year:<|mc.company_type_id:=|mi.info_type_id:>,1,1.568123848955232,1.568123848955232,1.568123848955232,1.568123848955232
t.kind_id:=|t.production_year:=|mc.company_type_id:<|mi.info_type_id:=,1,1.567577030812325,1.567577030812325,1.567577030812325,1.567577030812325
t.kind_id:=|t.production_year:>|mc.company_type_id:<|ci.role_id:=,1,1.5661094253425403,1.5661094253425403,1.5661094253425403,1.5661094253425403
t.kind_id:>|t.production_year:=|ci.person_id:>|ci.role_id:<,1,1.5643228736581338,1.5643228736581338,1.5643228736581338,1.5643228736581338
ci.person_id:<|mi_idx.info_type_id:>,2,1.5642005797250382,1.5642005797250382,1.9088247985499172,1.9471163784193481
t.kind_id:>|t.production_year:=|ci.person_id:=,1,1.5625,1.5625,1.5625,1.5625
t.kind_id:>|t.production_year:=|mc.company_id:<|mk.keyword_id:<,1,1.5515255551248686,1.5515255551248686,1.5515255551248686,1.5515255551248686
t.kind_id:=|t.production_year:>|mi.info_type_id:<,2,1.550836775793179,1.550836775793179,1.9468257603182622,1.9908245363766048
mi.info_type_id:<|mk.keyword_id:>,2,1.5501207113882438,1.5501207113882438,1.7539420513773356,1.7765888669316792
t.production_year:<|mc.company_type_id:=|mk.keyword_id:=,1,1.5487766126469653,1.5487766126469653,1.5487766126469653,1.5487766126469653
t.production_year:=|ci.person_id:>|ci.role_id:>|mk.keyword_id:<,1,1.5463357727439462,1.5463357727439462,1.5463357727439462,1.5463357727439462
t.production_year:>|mc.company_type_id:<,1,1.5454440399838216,1.5454440399838216,1.5454440399838216,1.5454440399838216
t.production_year:>|ci.person_id:>|mi.info_type_id:>,1,1.5425468726179656,1.5425468726179656,1.5425468726179656,1.5425468726179656
t.kind_id:<|t.production_year:=|mc.company_type_id:<|mi.info_type_id:<,1,1.542014535407532,1.542014535407532,1.542014535407532,1.542014535407532
t.kind_id:<|t.production_year:=|mi_idx.info_type_id:>,5,1.5395547205892053,1.7047100376881943,1.935894536286153,1.979253112033195
t.production_year:>|ci.person_id:<|ci.role_id:=|mi.info_type_id:>,1,1.5390406175523745,1.5390406175523745,1.5390406175523745,1.5390406175523745
t.production_year:=|mc.company_id:>|mi.info_type_id:=,1,1.5367368853463248,1.5367368853463248,1.5367368853463248,1.5367368853463248
t.kind_id:=|t.production_year:>|ci.person_id:>|ci.role_id:<,1,1.5346445081737337,1.5346445081737337,1.5346445081737337,1.5346445081737337
t.production_year:<|mc.company_type_id:<|mi_idx.info_type_id:<,1,1.5330463381181827,1.5330463381181827,1.5330463381181827,1.5330463381181827
t.kind_id:>|t.production_year:=|ci.person_id:<,2,1.5288066347774127,1.5288066347774127,1.9009575865546644,1.9423076923076923
t.production_year:<|ci.person_id:>|ci.role_id:=,1,1.5286701174270845,1.5286701174270845,1.5286701174270845,1.5286701174270845
t.kind_id:>|t.production_year:>|mk.keyword_id:<,3,1.5249410694025272,1.375771999347774,2.0844116749566974,2.1631494166910223
t.kind_id:>|t.production_year:>|ci.role_id:=|mi.info_type_id:<,1,1.521255423139584,1.521255423139584,1.521255423139584,1.521255423139584
t.kind_id:>|t.production_year:>|mi.info_type_id:=,7,1.5210971164837779,1.353241082567406,2.620366310030745,3.1129767559515447
t.kind_id:<|t.production_year:<|mi.info_type_id:=,6,1.5177444057510454,1.4129177632824432,2.1741866239995797,2.334171499402364
t.production_year:<|ci.person_id:<|ci.role_id:<,4,1.5125914907127405,1.4330778729060072,2.0123001889634926,2.0769188482346532
t.kind_id:=|t.production_year:<|mc.company_id:<|mc.company_type_id:<|ci.person_id:>|ci.role_id:<,1,1.511521270022623,1.511521270022623,1.511521270022623,1.511521270022623
t.kind_id:<|mc.company_id:<|mc.company_type_id:<,1,1.5074519452243444,1.5074519452243444,1.5074519452243444,1.5074519452243444
t.kind_id:=|t.production_year:>|mc.company_id:>|mc.company_type_id:=,4,1.5044428741060512,1.3989928378490621,2.02021331388214,2.1286681429927237
t.kind_id:=|mc.company_id:<|mc.company_type_id:=,2,1.5038027886840821,1.5038027886840821,1.7866425133612405,1.8180691494364802
t.kind_id:=|t.production_year:=|mi.info_type_id:<,7,1.5009615953518887,1.5108758118480614,1.9377342334646204,2.004022795843111
t.production_year:=|mc.company_id:=|mc.company_type_id:=,1,1.5,1.5,1.5,1.5
t.kind_id:>|t.production_year:=|mc.company_id:=,1,1.5,1.5,1.5,1.5
t.kind_id:>|t.production_year:<|mi.info_type_id:=|mk.keyword_id:=,1,1.5,1.5,1.5,1.5
t.kind_id:<|mc.company_id:=|mi_idx.info_type_id:<,1,1.4991539763113366,1.4991539763113366,1.4991539763113366,1.4991539763113366
t.kind_id:=|t.production_year:=|mc.company_type_id:<|mi.info_type_id:<,1,1.4970899271674933,1.4970899271674933,1.4970899271674933,1.4970899271674933
t.production_year:<|ci.person_id:<|ci.role_id:=,1,1.4964584962099323,1.4964584962099323,1.4964584962099323,1.4964584962099323
t.kind_id:=|t.production_year:<|mc.company_id:<|mc.company_type_id:=|mi.info_type_id:<,1,1.4957096030524744,1.4957096030524744,1.4957096030524744,1.4957096030524744
t.production_year:>|ci.role_id:<|mi_idx.info_type_id:=,1,1.4912995285413906,1.4912995285413906,1.4912995285413906,1.4912995285413906
ci.person_id:>|ci.role_id:<|mi.info_type_id:=,1,1.489173463633996,1.489173463633996,1.489173463633996,1.489173463633996
mc.company_id:<|mk.keyword_id:>,4,1.4885538084777772,1.4627162181205937,1.8909171576197696,1.9138462522148323
t.kind_id:<|t.production_year:>|mi_idx.info_type_id:>|mk.keyword_id:<,1,1.4879982985606877,1.4879982985606877,1.4879982985606877,1.4879982985606877
t.kind_id:<|t.production_year:>|mc.company_id:<,3,1.486740045354167,1.0966790833210875,2.226966096141005,2.352553542009885
mc.company_id:>|mc.company_type_id:=|mi.info_type_id:=,2,1.485094057803803,1.485094057803803,1.8987997249479234,1.94476702129727
mc.company_id:<|ci.role_id:>,1,1.4826494244198762,1.4826494244198762,1.4826494244198762,1.4826494244198762
t.kind_id:<|t.production_year:>|ci.role_id:<,2,1.4801753552891923,1.4801753552891923,1.9012921733179347,1.9480829308766838
t.kind_id:<|ci.person_id:>|ci.role_id:=|mi.info_type_id:>,1,1.4800239394802905,1.4800239394802905,1.4800239394802905,1.4800239394802905
t.kind_id:=|t.production_year:>|ci.person_id:>|ci.role_id:=,1,1.4784682457861853,1.4784682457861853,1.4784682457861853,1.4784682457861853
t.production_year:>|ci.person_id:<|ci.role_id:<,4,1.473621854903294,1.1807009685469003,2.327311050676022,2.5264167950917393
